01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2016,Vouzela,Município,T0 ou T1,,,,,0
2016,Vouzela,Município,T2,,,,,1
2016,Vouzela,Município,T3,,,,,7
2016,Vouzela,Município,T4 ou mais,,,,,3
2016,Vouzela,Município,Total,,,,,11
2017,Abrantes,Município,T0 ou T1,,,,,0
2017,Abrantes,Município,T2,,,,,0
2017,Abrantes,Município,T3,,,,,9
2017,Abrantes,Município,T4 ou mais,,,,,5
2017,Abrantes,Município,Total,,,,,14
2017,Águeda,Município,T0 ou T1,,,,,0
2017,Águeda,Município,T2,,,,,0
2017,Águeda,Município,T3,,,,,17
2017,Águeda,Município,T4 ou mais,,,,,6
2017,Águeda,Município,Total,,,,,23
2017,Aguiar da Beira,Município,T0 ou T1,,,,,0
2017,Aguiar da Beira,Município,T2,,,,,2
2017,Aguiar da Beira,Município,T3,,,,,2
2017,Aguiar da Beira,Município,T4 ou mais,,,,,1
2017,Aguiar da Beira,Município,Total,,,,,5
2017,Alandroal,Município,T0 ou T1,,,,,0
2017,Alandroal,Município,T2,,,,,0
2017,Alandroal,Município,T3,,,,,0
2017,Alandroal,Município,T4 ou mais,,,,,1
2017,Alandroal,Município,Total,,,,,1
2017,Albergaria-a-Velha,Município,T0 ou T1,,,,,1
2017,Albergaria-a-Velha,Município,T2,,,,,0
2017,Albergaria-a-Velha,Município,T3,,,,,12
2017,Albergaria-a-Velha,Município,T4 ou mais,,,,,5
2017,Albergaria-a-Velha,Município,Total,,,,,18
2017,Albufeira,Município,T0 ou T1,,,,,19
2017,Albufeira,Município,T2,,,,,12
2017,Albufeira,Município,T3,,,,,8
2017,Albufeira,Município,T4 ou mais,,,,,8
2017,Albufeira,Município,Total,,,,,47
2017,Alcácer do Sal,Município,T0 ou T1,,,,,0
2017,Alcácer do Sal,Município,T2,,,,,1
2017,Alcácer do Sal,Município,T3,,,,,5
2017,Alcácer do Sal,Município,T4 ou mais,,,,,2
2017,Alcácer do Sal,Município,Total,,,,,8
2017,Alcanena,Município,T0 ou T1,,,,,0
2017,Alcanena,Município,T2,,,,,2
2017,Alcanena,Município,T3,,,,,2
2017,Alcanena,Município,T4 ou mais,,,,,3
2017,Alcanena,Município,Total,,,,,7
2017,Alcobaça,Município,T0 ou T1,,,,,3
2017,Alcobaça,Município,T2,,,,,17
2017,Alcobaça,Município,T3,,,,,52
2017,Alcobaça,Município,T4 ou mais,,,,,8
2017,Alcobaça,Município,Total,,,,,80
2017,Alcochete,Município,T0 ou T1,,,,,4
2017,Alcochete,Município,T2,,,,,4
2017,Alcochete,Município,T3,,,,,7
2017,Alcochete,Município,T4 ou mais,,,,,6
2017,Alcochete,Município,Total,,,,,21
2017,Alcoutim,Município,T0 ou T1,,,,,0
2017,Alcoutim,Município,T2,,,,,0
2017,Alcoutim,Município,T3,,,,,0
2017,Alcoutim,Município,T4 ou mais,,,,,0
2017,Alcoutim,Município,Total,,,,,0
2017,Alenquer,Município,T0 ou T1,,,,,0
2017,Alenquer,Município,T2,,,,,0
2017,Alenquer,Município,T3,,,,,8
2017,Alenquer,Município,T4 ou mais,,,,,6
2017,Alenquer,Município,Total,,,,,14
2017,Alfândega da Fé,Município,T0 ou T1,,,,,0
2017,Alfândega da Fé,Município,T2,,,,,1
2017,Alfândega da Fé,Município,T3,,,,,2
2017,Alfândega da Fé,Município,T4 ou mais,,,,,2
2017,Alfândega da Fé,Município,Total,,,,,5
2017,Alijó,Município,T0 ou T1,,,,,0
2017,Alijó,Município,T2,,,,,1
2017,Alijó,Município,T3,,,,,4
2017,Alijó,Município,T4 ou mais,,,,,1
2017,Alijó,Município,Total,,,,,6
2017,Aljezur,Município,T0 ou T1,,,,,1
2017,Aljezur,Município,T2,,,,,10
2017,Aljezur,Município,T3,,,,,1
2017,Aljezur,Município,T4 ou mais,,,,,2
2017,Aljezur,Município,Total,,,,,14
2017,Aljustrel,Município,T0 ou T1,,,,,0
2017,Aljustrel,Município,T2,,,,,5
2017,Aljustrel,Município,T3,,,,,7
2017,Aljustrel,Município,T4 ou mais,,,,,4
2017,Aljustrel,Município,Total,,,,,16
2017,Almada,Município,T0 ou T1,,,,,4
2017,Almada,Município,T2,,,,,14
2017,Almada,Município,T3,,,,,37
2017,Almada,Município,T4 ou mais,,,,,31
2017,Almada,Município,Total,,,,,86
2017,Almeida,Município,T0 ou T1,,,,,0
2017,Almeida,Município,T2,,,,,1
2017,Almeida,Município,T3,,,,,1
2017,Almeida,Município,T4 ou mais,,,,,0
2017,Almeida,Município,Total,,,,,2
2017,Almeirim,Município,T0 ou T1,,,,,0
2017,Almeirim,Município,T2,,,,,0
2017,Almeirim,Município,T3,,,,,5
2017,Almeirim,Município,T4 ou mais,,,,,0
2017,Almeirim,Município,Total,,,,,5
2017,Almodôvar,Município,T0 ou T1,,,,,0
2017,Almodôvar,Município,T2,,,,,1
2017,Almodôvar,Município,T3,,,,,1
2017,Almodôvar,Município,T4 ou mais,,,,,3
2017,Almodôvar,Município,Total,,,,,5
2017,Alpiarça,Município,T0 ou T1,,,,,0
2017,Alpiarça,Município,T2,,,,,0
2017,Alpiarça,Município,T3,,,,,3
2017,Alpiarça,Município,T4 ou mais,,,,,0
2017,Alpiarça,Município,Total,,,,,3
2017,Alter do Chão,Município,T0 ou T1,,,,,0
2017,Alter do Chão,Município,T2,,,,,1
2017,Alter do Chão,Município,T3,,,,,0
2017,Alter do Chão,Município,T4 ou mais,,,,,0
2017,Alter do Chão,Município,Total,,,,,1
2017,Alvaiázere,Município,T0 ou T1,,,,,0
2017,Alvaiázere,Município,T2,,,,,2
2017,Alvaiázere,Município,T3,,,,,1
2017,Alvaiázere,Município,T4 ou mais,,,,,0
2017,Alvaiázere,Município,Total,,,,,3
2017,Alvito,Município,T0 ou T1,,,,,0
2017,Alvito,Município,T2,,,,,4
2017,Alvito,Município,T3,,,,,0
2017,Alvito,Município,T4 ou mais,,,,,0
2017,Alvito,Município,Total,,,,,4
2017,Amadora,Município,T0 ou T1,,,,,0
2017,Amadora,Município,T2,,,,,0
2017,Amadora,Município,T3,,,,,0
2017,Amadora,Município,T4 ou mais,,,,,1
2017,Amadora,Município,Total,,,,,1
2017,Amarante,Município,T0 ou T1,,,,,2
2017,Amarante,Município,T2,,,,,7
2017,Amarante,Município,T3,,,,,63
2017,Amarante,Município,T4 ou mais,,,,,9
2017,Amarante,Município,Total,,,,,81
2017,Amares,Município,T0 ou T1,,,,,0
2017,Amares,Município,T2,,,,,1
2017,Amares,Município,T3,,,,,22
2017,Amares,Município,T4 ou mais,,,,,6
2017,Amares,Município,Total,,,,,29
2017,Anadia,Município,T0 ou T1,,,,,1
2017,Anadia,Município,T2,,,,,1
2017,Anadia,Município,T3,,,,,16
2017,Anadia,Município,T4 ou mais,,,,,1
2017,Anadia,Município,Total,,,,,19
2017,Angra do Heroísmo,Município,T0 ou T1,,,,,0
2017,Angra do Heroísmo,Município,T2,,,,,5
2017,Angra do Heroísmo,Município,T3,,,,,8
2017,Angra do Heroísmo,Município,T4 ou mais,,,,,3
2017,Angra do Heroísmo,Município,Total,,,,,16
2017,Ansião,Município,T0 ou T1,,,,,0
2017,Ansião,Município,T2,,,,,4
2017,Ansião,Município,T3,,,,,4
2017,Ansião,Município,T4 ou mais,,,,,3
2017,Ansião,Município,Total,,,,,11
2017,Arcos de Valdevez,Município,T0 ou T1,,,,,2
2017,Arcos de Valdevez,Município,T2,,,,,6
2017,Arcos de Valdevez,Município,T3,,,,,45
2017,Arcos de Valdevez,Município,T4 ou mais,,,,,14
2017,Arcos de Valdevez,Município,Total,,,,,67
2017,Arganil,Município,T0 ou T1,,,,,0
2017,Arganil,Município,T2,,,,,2
2017,Arganil,Município,T3,,,,,3
2017,Arganil,Município,T4 ou mais,,,,,1
2017,Arganil,Município,Total,,,,,6
2017,Armamar,Município,T0 ou T1,,,,,0
2017,Armamar,Município,T2,,,,,1
2017,Armamar,Município,T3,,,,,1
2017,Armamar,Município,T4 ou mais,,,,,2
2017,Armamar,Município,Total,,,,,4
2017,Arouca,Município,T0 ou T1,,,,,3
2017,Arouca,Município,T2,,,,,3
2017,Arouca,Município,T3,,,,,22
2017,Arouca,Município,T4 ou mais,,,,,2
2017,Arouca,Município,Total,,,,,30
2017,Arraiolos,Município,T0 ou T1,,,,,0
2017,Arraiolos,Município,T2,,,,,1
2017,Arraiolos,Município,T3,,,,,1
2017,Arraiolos,Município,T4 ou mais,,,,,1
2017,Arraiolos,Município,Total,,,,,3
2017,Arronches,Município,T0 ou T1,,,,,0
2017,Arronches,Município,T2,,,,,0
2017,Arronches,Município,T3,,,,,3
2017,Arronches,Município,T4 ou mais,,,,,0
2017,Arronches,Município,Total,,,,,3
2017,Arruda dos Vinhos,Município,T0 ou T1,,,,,2
2017,Arruda dos Vinhos,Município,T2,,,,,1
2017,Arruda dos Vinhos,Município,T3,,,,,4
2017,Arruda dos Vinhos,Município,T4 ou mais,,,,,1
2017,Arruda dos Vinhos,Município,Total,,,,,8
2017,Aveiro,Município,T0 ou T1,,,,,59
2017,Aveiro,Município,T2,,,,,32
2017,Aveiro,Município,T3,,,,,25
2017,Aveiro,Município,T4 ou mais,,,,,20
2017,Aveiro,Município,Total,,,,,136
2017,Avis,Município,T0 ou T1,,,,,0
2017,Avis,Município,T2,,,,,1
2017,Avis,Município,T3,,,,,2
2017,Avis,Município,T4 ou mais,,,,,0
2017,Avis,Município,Total,,,,,3
2017,Azambuja,Município,T0 ou T1,,,,,1
2017,Azambuja,Município,T2,,,,,1
2017,Azambuja,Município,T3,,,,,2
2017,Azambuja,Município,T4 ou mais,,,,,1
2017,Azambuja,Município,Total,,,,,5
2017,Baião,Município,T0 ou T1,,,,,1
2017,Baião,Município,T2,,,,,2
2017,Baião,Município,T3,,,,,7
2017,Baião,Município,T4 ou mais,,,,,7
2017,Baião,Município,Total,,,,,17
2017,Barcelos,Município,T0 ou T1,,,,,28
2017,Barcelos,Município,T2,,,,,28
2017,Barcelos,Município,T3,,,,,137
2017,Barcelos,Município,T4 ou mais,,,,,27
2017,Barcelos,Município,Total,,,,,220
2017,Barrancos,Município,T0 ou T1,,,,,0
2017,Barrancos,Município,T2,,,,,0
2017,Barrancos,Município,T3,,,,,0
2017,Barrancos,Município,T4 ou mais,,,,,0
2017,Barrancos,Município,Total,,,,,0
2017,Barreiro,Município,T0 ou T1,,,,,0
2017,Barreiro,Município,T2,,,,,2
2017,Barreiro,Município,T3,,,,,2
2017,Barreiro,Município,T4 ou mais,,,,,8
2017,Barreiro,Município,Total,,,,,12
2017,Batalha,Município,T0 ou T1,,,,,1
2017,Batalha,Município,T2,,,,,5
2017,Batalha,Município,T3,,,,,16
2017,Batalha,Município,T4 ou mais,,,,,1
2017,Batalha,Município,Total,,,,,23
2017,Beja,Município,T0 ou T1,,,,,0
2017,Beja,Município,T2,,,,,4
2017,Beja,Município,T3,,,,,8
2017,Beja,Município,T4 ou mais,,,,,4
2017,Beja,Município,Total,,,,,16
2017,Belmonte,Município,T0 ou T1,,,,,0
2017,Belmonte,Município,T2,,,,,1
2017,Belmonte,Município,T3,,,,,3
2017,Belmonte,Município,T4 ou mais,,,,,0
2017,Belmonte,Município,Total,,,,,4
2017,Benavente,Município,T0 ou T1,,,,,0
2017,Benavente,Município,T2,,,,,1
2017,Benavente,Município,T3,,,,,2
2017,Benavente,Município,T4 ou mais,,,,,0
2017,Benavente,Município,Total,,,,,3
2017,Bombarral,Município,T0 ou T1,,,,,1
2017,Bombarral,Município,T2,,,,,2
2017,Bombarral,Município,T3,,,,,10
2017,Bombarral,Município,T4 ou mais,,,,,4
2017,Bombarral,Município,Total,,,,,17
2017,Borba,Município,T0 ou T1,,,,,0
2017,Borba,Município,T2,,,,,0
2017,Borba,Município,T3,,,,,6
2017,Borba,Município,T4 ou mais,,,,,0
2017,Borba,Município,Total,,,,,6
2017,Boticas,Município,T0 ou T1,,,,,0
2017,Boticas,Município,T2,,,,,0
2017,Boticas,Município,T3,,,,,0
2017,Boticas,Município,T4 ou mais,,,,,0
2017,Boticas,Município,Total,,,,,0
2017,Braga,Município,T0 ou T1,,,,,2
2017,Braga,Município,T2,,,,,14
2017,Braga,Município,T3,,,,,119
2017,Braga,Município,T4 ou mais,,,,,68
2017,Braga,Município,Total,,,,,203
2017,Bragança,Município,T0 ou T1,,,,,5
2017,Bragança,Município,T2,,,,,1
2017,Bragança,Município,T3,,,,,28
2017,Bragança,Município,T4 ou mais,,,,,10
2017,Bragança,Município,Total,,,,,44
2017,Cabeceiras de Basto,Município,T0 ou T1,,,,,2
2017,Cabeceiras de Basto,Município,T2,,,,,3
2017,Cabeceiras de Basto,Município,T3,,,,,17
2017,Cabeceiras de Basto,Município,T4 ou mais,,,,,5
2017,Cabeceiras de Basto,Município,Total,,,,,27
2017,Cadaval,Município,T0 ou T1,,,,,0
2017,Cadaval,Município,T2,,,,,3
2017,Cadaval,Município,T3,,,,,7
2017,Cadaval,Município,T4 ou mais,,,,,1
2017,Cadaval,Município,Total,,,,,11
2017,Caldas da Rainha,Município,T0 ou T1,,,,,3
2017,Caldas da Rainha,Município,T2,,,,,18
2017,Caldas da Rainha,Município,T3,,,,,46
2017,Caldas da Rainha,Município,T4 ou mais,,,,,19
2017,Caldas da Rainha,Município,Total,,,,,86
2017,Calheta [R.A.A.],Município,T0 ou T1,,,,,0
2017,Calheta [R.A.A.],Município,T2,,,,,0
2017,Calheta [R.A.A.],Município,T3,,,,,2
2017,Calheta [R.A.A.],Município,T4 ou mais,,,,,0
2017,Calheta [R.A.A.],Município,Total,,,,,2
2017,Calheta [R.A.M.],Município,T0 ou T1,,,,,3
2017,Calheta [R.A.M.],Município,T2,,,,,6
2017,Calheta [R.A.M.],Município,T3,,,,,11
2017,Calheta [R.A.M.],Município,T4 ou mais,,,,,3
2017,Calheta [R.A.M.],Município,Total,,,,,23
2017,Câmara de Lobos,Município,T0 ou T1,,,,,0
2017,Câmara de Lobos,Município,T2,,,,,1
2017,Câmara de Lobos,Município,T3,,,,,1
2017,Câmara de Lobos,Município,T4 ou mais,,,,,0
2017,Câmara de Lobos,Município,Total,,,,,2
2017,Caminha,Município,T0 ou T1,,,,,3
2017,Caminha,Município,T2,,,,,6
2017,Caminha,Município,T3,,,,,15
2017,Caminha,Município,T4 ou mais,,,,,2
2017,Caminha,Município,Total,,,,,26
2017,Campo Maior,Município,T0 ou T1,,,,,0
2017,Campo Maior,Município,T2,,,,,1
2017,Campo Maior,Município,T3,,,,,3
2017,Campo Maior,Município,T4 ou mais,,,,,1
2017,Campo Maior,Município,Total,,,,,5
2017,Cantanhede,Município,T0 ou T1,,,,,5
2017,Cantanhede,Município,T2,,,,,17
2017,Cantanhede,Município,T3,,,,,28
2017,Cantanhede,Município,T4 ou mais,,,,,12
2017,Cantanhede,Município,Total,,,,,62
2017,Carrazeda de Ansiães,Município,T0 ou T1,,,,,0
2017,Carrazeda de Ansiães,Município,T2,,,,,1
2017,Carrazeda de Ansiães,Município,T3,,,,,2
2017,Carrazeda de Ansiães,Município,T4 ou mais,,,,,4
2017,Carrazeda de Ansiães,Município,Total,,,,,7
2017,Carregal do Sal,Município,T0 ou T1,,,,,0
2017,Carregal do Sal,Município,T2,,,,,2
2017,Carregal do Sal,Município,T3,,,,,1
2017,Carregal do Sal,Município,T4 ou mais,,,,,0
2017,Carregal do Sal,Município,Total,,,,,3
2017,Cartaxo,Município,T0 ou T1,,,,,2
2017,Cartaxo,Município,T2,,,,,14
2017,Cartaxo,Município,T3,,,,,6
2017,Cartaxo,Município,T4 ou mais,,,,,5
2017,Cartaxo,Município,Total,,,,,27
2017,Cascais,Município,T0 ou T1,,,,,0
2017,Cascais,Município,T2,,,,,4
2017,Cascais,Município,T3,,,,,22
2017,Cascais,Município,T4 ou mais,,,,,14
2017,Cascais,Município,Total,,,,,40
2017,Castanheira de Pêra,Município,T0 ou T1,,,,,0
2017,Castanheira de Pêra,Município,T2,,,,,0
2017,Castanheira de Pêra,Município,T3,,,,,0
2017,Castanheira de Pêra,Município,T4 ou mais,,,,,0
2017,Castanheira de Pêra,Município,Total,,,,,0
2017,Castelo Branco,Município,T0 ou T1,,,,,3
2017,Castelo Branco,Município,T2,,,,,4
2017,Castelo Branco,Município,T3,,,,,16
2017,Castelo Branco,Município,T4 ou mais,,,,,12
2017,Castelo Branco,Município,Total,,,,,35
2017,Castelo de Paiva,Município,T0 ou T1,,,,,0
2017,Castelo de Paiva,Município,T2,,,,,6
2017,Castelo de Paiva,Município,T3,,,,,12
2017,Castelo de Paiva,Município,T4 ou mais,,,,,0
2017,Castelo de Paiva,Município,Total,,,,,18
2017,Castelo de Vide,Município,T0 ou T1,,,,,0
2017,Castelo de Vide,Município,T2,,,,,0
2017,Castelo de Vide,Município,T3,,,,,1
2017,Castelo de Vide,Município,T4 ou mais,,,,,0
2017,Castelo de Vide,Município,Total,,,,,1
2017,Castro Daire,Município,T0 ou T1,,,,,0
2017,Castro Daire,Município,T2,,,,,2
2017,Castro Daire,Município,T3,,,,,17
2017,Castro Daire,Município,T4 ou mais,,,,,5
2017,Castro Daire,Município,Total,,,,,24
2017,Castro Marim,Município,T0 ou T1,,,,,4
2017,Castro Marim,Município,T2,,,,,3
2017,Castro Marim,Município,T3,,,,,9
2017,Castro Marim,Município,T4 ou mais,,,,,0
2017,Castro Marim,Município,Total,,,,,16
2017,Castro Verde,Município,T0 ou T1,,,,,0
2017,Castro Verde,Município,T2,,,,,6
2017,Castro Verde,Município,T3,,,,,9
2017,Castro Verde,Município,T4 ou mais,,,,,2
2017,Castro Verde,Município,Total,,,,,17
2017,Celorico da Beira,Município,T0 ou T1,,,,,0
2017,Celorico da Beira,Município,T2,,,,,0
2017,Celorico da Beira,Município,T3,,,,,1
2017,Celorico da Beira,Município,T4 ou mais,,,,,1
2017,Celorico da Beira,Município,Total,,,,,2
2017,Celorico de Basto,Município,T0 ou T1,,,,,2
2017,Celorico de Basto,Município,T2,,,,,8
2017,Celorico de Basto,Município,T3,,,,,26
2017,Celorico de Basto,Município,T4 ou mais,,,,,5
2017,Celorico de Basto,Município,Total,,,,,41
2017,Chamusca,Município,T0 ou T1,,,,,4
2017,Chamusca,Município,T2,,,,,1
2017,Chamusca,Município,T3,,,,,1
2017,Chamusca,Município,T4 ou mais,,,,,0
2017,Chamusca,Município,Total,,,,,6
2017,Chaves,Município,T0 ou T1,,,,,2
2017,Chaves,Município,T2,,,,,3
2017,Chaves,Município,T3,,,,,16
2017,Chaves,Município,T4 ou mais,,,,,6
2017,Chaves,Município,Total,,,,,27
2017,Cinfães,Município,T0 ou T1,,,,,0
2017,Cinfães,Município,T2,,,,,2
2017,Cinfães,Município,T3,,,,,6
2017,Cinfães,Município,T4 ou mais,,,,,0
2017,Cinfães,Município,Total,,,,,8
2017,Coimbra,Município,T0 ou T1,,,,,22
2017,Coimbra,Município,T2,,,,,39
2017,Coimbra,Município,T3,,,,,52
2017,Coimbra,Município,T4 ou mais,,,,,43
2017,Coimbra,Município,Total,,,,,156
2017,Condeixa-a-Nova,Município,T0 ou T1,,,,,0
2017,Condeixa-a-Nova,Município,T2,,,,,3
2017,Condeixa-a-Nova,Município,T3,,,,,22
2017,Condeixa-a-Nova,Município,T4 ou mais,,,,,3
2017,Condeixa-a-Nova,Município,Total,,,,,28
2017,Constância,Município,T0 ou T1,,,,,0
2017,Constância,Município,T2,,,,,0
2017,Constância,Município,T3,,,,,0
2017,Constância,Município,T4 ou mais,,,,,1
2017,Constância,Município,Total,,,,,1
2017,Coruche,Município,T0 ou T1,,,,,1
2017,Coruche,Município,T2,,,,,3
2017,Coruche,Município,T3,,,,,9
2017,Coruche,Município,T4 ou mais,,,,,0
2017,Coruche,Município,Total,,,,,13
2017,Corvo,Município,T0 ou T1,,,,,0
2017,Corvo,Município,T2,,,,,0
2017,Corvo,Município,T3,,,,,0
2017,Corvo,Município,T4 ou mais,,,,,0
2017,Corvo,Município,Total,,,,,0
2017,Covilhã,Município,T0 ou T1,,,,,17
2017,Covilhã,Município,T2,,,,,8
2017,Covilhã,Município,T3,,,,,23
2017,Covilhã,Município,T4 ou mais,,,,,10
2017,Covilhã,Município,Total,,,,,58
2017,Crato,Município,T0 ou T1,,,,,0
2017,Crato,Município,T2,,,,,1
2017,Crato,Município,T3,,,,,0
2017,Crato,Município,T4 ou mais,,,,,0
2017,Crato,Município,Total,,,,,1
2017,Cuba,Município,T0 ou T1,,,,,0
2017,Cuba,Município,T2,,,,,0
2017,Cuba,Município,T3,,,,,3
2017,Cuba,Município,T4 ou mais,,,,,2
2017,Cuba,Município,Total,,,,,5
2017,Elvas,Município,T0 ou T1,,,,,1
2017,Elvas,Município,T2,,,,,1
2017,Elvas,Município,T3,,,,,10
2017,Elvas,Município,T4 ou mais,,,,,6
2017,Elvas,Município,Total,,,,,18
2017,Entroncamento,Município,T0 ou T1,,,,,2
2017,Entroncamento,Município,T2,,,,,4
2017,Entroncamento,Município,T3,,,,,19
2017,Entroncamento,Município,T4 ou mais,,,,,5
2017,Entroncamento,Município,Total,,,,,30
2017,Espinho,Município,T0 ou T1,,,,,3
2017,Espinho,Município,T2,,,,,4
2017,Espinho,Município,T3,,,,,5
2017,Espinho,Município,T4 ou mais,,,,,1
2017,Espinho,Município,Total,,,,,13
2017,Esposende,Município,T0 ou T1,,,,,1
2017,Esposende,Município,T2,,,,,3
2017,Esposende,Município,T3,,,,,42
2017,Esposende,Município,T4 ou mais,,,,,11
2017,Esposende,Município,Total,,,,,57
2017,Estarreja,Município,T0 ou T1,,,,,0
2017,Estarreja,Município,T2,,,,,5
2017,Estarreja,Município,T3,,,,,15
2017,Estarreja,Município,T4 ou mais,,,,,2
2017,Estarreja,Município,Total,,,,,22
2017,Estremoz,Município,T0 ou T1,,,,,0
2017,Estremoz,Município,T2,,,,,0
2017,Estremoz,Município,T3,,,,,1
2017,Estremoz,Município,T4 ou mais,,,,,2
2017,Estremoz,Município,Total,,,,,3
2017,Évora,Município,T0 ou T1,,,,,0
2017,Évora,Município,T2,,,,,3
2017,Évora,Município,T3,,,,,10
2017,Évora,Município,T4 ou mais,,,,,6
2017,Évora,Município,Total,,,,,19
2017,Fafe,Município,T0 ou T1,,,,,3
2017,Fafe,Município,T2,,,,,4
2017,Fafe,Município,T3,,,,,62
2017,Fafe,Município,T4 ou mais,,,,,7
2017,Fafe,Município,Total,,,,,76
2017,Faro,Município,T0 ou T1,,,,,0
2017,Faro,Município,T2,,,,,0
2017,Faro,Município,T3,,,,,1
2017,Faro,Município,T4 ou mais,,,,,0
2017,Faro,Município,Total,,,,,1
2017,Felgueiras,Município,T0 ou T1,,,,,0
2017,Felgueiras,Município,T2,,,,,4
2017,Felgueiras,Município,T3,,,,,33
2017,Felgueiras,Município,T4 ou mais,,,,,4
2017,Felgueiras,Município,Total,,,,,41
2017,Ferreira do Alentejo,Município,T0 ou T1,,,,,0
2017,Ferreira do Alentejo,Município,T2,,,,,0
2017,Ferreira do Alentejo,Município,T3,,,,,5
2017,Ferreira do Alentejo,Município,T4 ou mais,,,,,1
2017,Ferreira do Alentejo,Município,Total,,,,,6
2017,Ferreira do Zêzere,Município,T0 ou T1,,,,,1
2017,Ferreira do Zêzere,Município,T2,,,,,0
2017,Ferreira do Zêzere,Município,T3,,,,,3
2017,Ferreira do Zêzere,Município,T4 ou mais,,,,,0
2017,Ferreira do Zêzere,Município,Total,,,,,4
2017,Figueira da Foz,Município,T0 ou T1,,,,,4
2017,Figueira da Foz,Município,T2,,,,,3
2017,Figueira da Foz,Município,T3,,,,,30
2017,Figueira da Foz,Município,T4 ou mais,,,,,24
2017,Figueira da Foz,Município,Total,,,,,61
2017,Figueira de Castelo Rodrigo,Município,T0 ou T1,,,,,0
2017,Figueira de Castelo Rodrigo,Município,T2,,,,,1
2017,Figueira de Castelo Rodrigo,Município,T3,,,,,1
2017,Figueira de Castelo Rodrigo,Município,T4 ou mais,,,,,2
2017,Figueira de Castelo Rodrigo,Município,Total,,,,,4
2017,Figueiró dos Vinhos,Município,T0 ou T1,,,,,1
2017,Figueiró dos Vinhos,Município,T2,,,,,0
2017,Figueiró dos Vinhos,Município,T3,,,,,0
2017,Figueiró dos Vinhos,Município,T4 ou mais,,,,,0
2017,Figueiró dos Vinhos,Município,Total,,,,,1
2017,Fornos de Algodres,Município,T0 ou T1,,,,,0
2017,Fornos de Algodres,Município,T2,,,,,0
2017,Fornos de Algodres,Município,T3,,,,,3
2017,Fornos de Algodres,Município,T4 ou mais,,,,,1
2017,Fornos de Algodres,Município,Total,,,,,4
2017,Freixo de Espada à Cinta,Município,T0 ou T1,,,,,0
2017,Freixo de Espada à Cinta,Município,T2,,,,,0
2017,Freixo de Espada à Cinta,Município,T3,,,,,1
2017,Freixo de Espada à Cinta,Município,T4 ou mais,,,,,0
2017,Freixo de Espada à Cinta,Município,Total,,,,,1
2017,Fronteira,Município,T0 ou T1,,,,,0
2017,Fronteira,Município,T2,,,,,0
2017,Fronteira,Município,T3,,,,,2
2017,Fronteira,Município,T4 ou mais,,,,,0
2017,Fronteira,Município,Total,,,,,2
2017,Funchal,Município,T0 ou T1,,,,,10
2017,Funchal,Município,T2,,,,,29
2017,Funchal,Município,T3,,,,,44
2017,Funchal,Município,T4 ou mais,,,,,3
2017,Funchal,Município,Total,,,,,86
2017,Fundão,Município,T0 ou T1,,,,,0
2017,Fundão,Município,T2,,,,,13
2017,Fundão,Município,T3,,,,,17
2017,Fundão,Município,T4 ou mais,,,,,5
2017,Fundão,Município,Total,,,,,35
2017,Gavião,Município,T0 ou T1,,,,,0
2017,Gavião,Município,T2,,,,,0
2017,Gavião,Município,T3,,,,,2
2017,Gavião,Município,T4 ou mais,,,,,0
2017,Gavião,Município,Total,,,,,2
2017,Góis,Município,T0 ou T1,,,,,0
2017,Góis,Município,T2,,,,,0
2017,Góis,Município,T3,,,,,2
2017,Góis,Município,T4 ou mais,,,,,0
2017,Góis,Município,Total,,,,,2
2017,Golegã,Município,T0 ou T1,,,,,0
2017,Golegã,Município,T2,,,,,0
2017,Golegã,Município,T3,,,,,4
2017,Golegã,Município,T4 ou mais,,,,,1
2017,Golegã,Município,Total,,,,,5
2017,Gondomar,Município,T0 ou T1,,,,,0
2017,Gondomar,Município,T2,,,,,1
2017,Gondomar,Município,T3,,,,,23
2017,Gondomar,Município,T4 ou mais,,,,,3
2017,Gondomar,Município,Total,,,,,27
2017,Gouveia,Município,T0 ou T1,,,,,2
2017,Gouveia,Município,T2,,,,,5
2017,Gouveia,Município,T3,,,,,7
2017,Gouveia,Município,T4 ou mais,,,,,9
2017,Gouveia,Município,Total,,,,,23
2017,Grândola,Município,T0 ou T1,,,,,2
2017,Grândola,Município,T2,,,,,5
2017,Grândola,Município,T3,,,,,9
2017,Grândola,Município,T4 ou mais,,,,,12
2017,Grândola,Município,Total,,,,,28
2017,Guarda,Município,T0 ou T1,,,,,0
2017,Guarda,Município,T2,,,,,0
2017,Guarda,Município,T3,,,,,2
2017,Guarda,Município,T4 ou mais,,,,,1
2017,Guarda,Município,Total,,,,,3
2017,Guimarães,Município,T0 ou T1,,,,,4
2017,Guimarães,Município,T2,,,,,25
2017,Guimarães,Município,T3,,,,,137
2017,Guimarães,Município,T4 ou mais,,,,,11
2017,Guimarães,Município,Total,,,,,177
2017,Horta,Município,T0 ou T1,,,,,1
2017,Horta,Município,T2,,,,,3
2017,Horta,Município,T3,,,,,3
2017,Horta,Município,T4 ou mais,,,,,1
2017,Horta,Município,Total,,,,,8
2017,Idanha-a-Nova,Município,T0 ou T1,,,,,3
2017,Idanha-a-Nova,Município,T2,,,,,2
