01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2014,Vila Nova de Foz Côa,Município,T2,,,,,2
2014,Vila Nova de Foz Côa,Município,T3,,,,,0
2014,Vila Nova de Foz Côa,Município,T4 ou mais,,,,,2
2014,Vila Nova de Foz Côa,Município,Total,,,,,4
2014,Vila Nova de Gaia,Município,T0 ou T1,,,,,4
2014,Vila Nova de Gaia,Município,T2,,,,,32
2014,Vila Nova de Gaia,Município,T3,,,,,75
2014,Vila Nova de Gaia,Município,T4 ou mais,,,,,28
2014,Vila Nova de Gaia,Município,Total,,,,,139
2014,Vila Nova de Paiva,Município,T0 ou T1,,,,,0
2014,Vila Nova de Paiva,Município,T2,,,,,0
2014,Vila Nova de Paiva,Município,T3,,,,,4
2014,Vila Nova de Paiva,Município,T4 ou mais,,,,,8
2014,Vila Nova de Paiva,Município,Total,,,,,12
2014,Vila Nova de Poiares,Município,T0 ou T1,,,,,0
2014,Vila Nova de Poiares,Município,T2,,,,,0
2014,Vila Nova de Poiares,Município,T3,,,,,2
2014,Vila Nova de Poiares,Município,T4 ou mais,,,,,0
2014,Vila Nova de Poiares,Município,Total,,,,,2
2014,Vila Pouca de Aguiar,Município,T0 ou T1,,,,,0
2014,Vila Pouca de Aguiar,Município,T2,,,,,2
2014,Vila Pouca de Aguiar,Município,T3,,,,,12
2014,Vila Pouca de Aguiar,Município,T4 ou mais,,,,,5
2014,Vila Pouca de Aguiar,Município,Total,,,,,19
2014,Vila Real,Município,T0 ou T1,,,,,4
2014,Vila Real,Município,T2,,,,,6
2014,Vila Real,Município,T3,,,,,15
2014,Vila Real,Município,T4 ou mais,,,,,13
2014,Vila Real,Município,Total,,,,,38
2014,Vila Real de Santo António,Município,T0 ou T1,,,,,55
2014,Vila Real de Santo António,Município,T2,,,,,31
2014,Vila Real de Santo António,Município,T3,,,,,11
2014,Vila Real de Santo António,Município,T4 ou mais,,,,,0
2014,Vila Real de Santo António,Município,Total,,,,,97
2014,Vila Velha de Ródão,Município,T0 ou T1,,,,,0
2014,Vila Velha de Ródão,Município,T2,,,,,0
2014,Vila Velha de Ródão,Município,T3,,,,,1
2014,Vila Velha de Ródão,Município,T4 ou mais,,,,,1
2014,Vila Velha de Ródão,Município,Total,,,,,2
2014,Vila Verde,Município,T0 ou T1,,,,,0
2014,Vila Verde,Município,T2,,,,,3
2014,Vila Verde,Município,T3,,,,,48
2014,Vila Verde,Município,T4 ou mais,,,,,18
2014,Vila Verde,Município,Total,,,,,69
2014,Vila Viçosa,Município,T0 ou T1,,,,,0
2014,Vila Viçosa,Município,T2,,,,,0
2014,Vila Viçosa,Município,T3,,,,,1
2014,Vila Viçosa,Município,T4 ou mais,,,,,0
2014,Vila Viçosa,Município,Total,,,,,1
2014,Vimioso,Município,T0 ou T1,,,,,0
2014,Vimioso,Município,T2,,,,,1
2014,Vimioso,Município,T3,,,,,8
2014,Vimioso,Município,T4 ou mais,,,,,5
2014,Vimioso,Município,Total,,,,,14
2014,Vinhais,Município,T0 ou T1,,,,,0
2014,Vinhais,Município,T2,,,,,2
2014,Vinhais,Município,T3,,,,,3
2014,Vinhais,Município,T4 ou mais,,,,,3
2014,Vinhais,Município,Total,,,,,8
2014,Viseu,Município,T0 ou T1,,,,,14
2014,Viseu,Município,T2,,,,,33
2014,Viseu,Município,T3,,,,,80
2014,Viseu,Município,T4 ou mais,,,,,56
2014,Viseu,Município,Total,,,,,183
2014,Vizela,Município,T0 ou T1,,,,,7
2014,Vizela,Município,T2,,,,,13
2014,Vizela,Município,T3,,,,,42
2014,Vizela,Município,T4 ou mais,,,,,5
2014,Vizela,Município,Total,,,,,67
2014,Vouzela,Município,T0 ou T1,,,,,0
2014,Vouzela,Município,T2,,,,,3
2014,Vouzela,Município,T3,,,,,1
2014,Vouzela,Município,T4 ou mais,,,,,4
2014,Vouzela,Município,Total,,,,,8
2015,Abrantes,Município,T0 ou T1,,,,,1
2015,Abrantes,Município,T2,,,,,9
2015,Abrantes,Município,T3,,,,,14
2015,Abrantes,Município,T4 ou mais,,,,,7
2015,Abrantes,Município,Total,,,,,31
2015,Águeda,Município,T0 ou T1,,,,,0
2015,Águeda,Município,T2,,,,,3
2015,Águeda,Município,T3,,,,,8
2015,Águeda,Município,T4 ou mais,,,,,3
2015,Águeda,Município,Total,,,,,14
2015,Aguiar da Beira,Município,T0 ou T1,,,,,0
2015,Aguiar da Beira,Município,T2,,,,,4
2015,Aguiar da Beira,Município,T3,,,,,4
2015,Aguiar da Beira,Município,T4 ou mais,,,,,4
2015,Aguiar da Beira,Município,Total,,,,,12
2015,Alandroal,Município,T0 ou T1,,,,,0
2015,Alandroal,Município,T2,,,,,2
2015,Alandroal,Município,T3,,,,,0
2015,Alandroal,Município,T4 ou mais,,,,,0
2015,Alandroal,Município,Total,,,,,2
2015,Albergaria-a-Velha,Município,T0 ou T1,,,,,1
2015,Albergaria-a-Velha,Município,T2,,,,,5
2015,Albergaria-a-Velha,Município,T3,,,,,15
2015,Albergaria-a-Velha,Município,T4 ou mais,,,,,9
2015,Albergaria-a-Velha,Município,Total,,,,,30
2015,Albufeira,Município,T0 ou T1,,,,,10
2015,Albufeira,Município,T2,,,,,47
2015,Albufeira,Município,T3,,,,,13
2015,Albufeira,Município,T4 ou mais,,,,,5
2015,Albufeira,Município,Total,,,,,75
2015,Alcácer do Sal,Município,T0 ou T1,,,,,1
2015,Alcácer do Sal,Município,T2,,,,,2
2015,Alcácer do Sal,Município,T3,,,,,3
2015,Alcácer do Sal,Município,T4 ou mais,,,,,7
2015,Alcácer do Sal,Município,Total,,,,,13
2015,Alcanena,Município,T0 ou T1,,,,,0
2015,Alcanena,Município,T2,,,,,1
2015,Alcanena,Município,T3,,,,,2
2015,Alcanena,Município,T4 ou mais,,,,,0
2015,Alcanena,Município,Total,,,,,3
2015,Alcobaça,Município,T0 ou T1,,,,,1
2015,Alcobaça,Município,T2,,,,,5
2015,Alcobaça,Município,T3,,,,,23
2015,Alcobaça,Município,T4 ou mais,,,,,4
2015,Alcobaça,Município,Total,,,,,33
2015,Alcochete,Município,T0 ou T1,,,,,4
2015,Alcochete,Município,T2,,,,,8
2015,Alcochete,Município,T3,,,,,27
2015,Alcochete,Município,T4 ou mais,,,,,4
2015,Alcochete,Município,Total,,,,,43
2015,Alcoutim,Município,T0 ou T1,,,,,1
2015,Alcoutim,Município,T2,,,,,0
2015,Alcoutim,Município,T3,,,,,0
2015,Alcoutim,Município,T4 ou mais,,,,,0
2015,Alcoutim,Município,Total,,,,,1
2015,Alenquer,Município,T0 ou T1,,,,,1
2015,Alenquer,Município,T2,,,,,8
2015,Alenquer,Município,T3,,,,,6
2015,Alenquer,Município,T4 ou mais,,,,,9
2015,Alenquer,Município,Total,,,,,24
2015,Alfândega da Fé,Município,T0 ou T1,,,,,0
2015,Alfândega da Fé,Município,T2,,,,,3
2015,Alfândega da Fé,Município,T3,,,,,2
2015,Alfândega da Fé,Município,T4 ou mais,,,,,1
2015,Alfândega da Fé,Município,Total,,,,,6
2015,Alijó,Município,T0 ou T1,,,,,0
2015,Alijó,Município,T2,,,,,1
2015,Alijó,Município,T3,,,,,2
2015,Alijó,Município,T4 ou mais,,,,,2
2015,Alijó,Município,Total,,,,,5
2015,Aljezur,Município,T0 ou T1,,,,,4
2015,Aljezur,Município,T2,,,,,2
2015,Aljezur,Município,T3,,,,,0
2015,Aljezur,Município,T4 ou mais,,,,,2
2015,Aljezur,Município,Total,,,,,8
2015,Aljustrel,Município,T0 ou T1,,,,,0
2015,Aljustrel,Município,T2,,,,,0
2015,Aljustrel,Município,T3,,,,,3
2015,Aljustrel,Município,T4 ou mais,,,,,4
2015,Aljustrel,Município,Total,,,,,7
2015,Almada,Município,T0 ou T1,,,,,10
2015,Almada,Município,T2,,,,,10
2015,Almada,Município,T3,,,,,28
2015,Almada,Município,T4 ou mais,,,,,25
2015,Almada,Município,Total,,,,,73
2015,Almeida,Município,T0 ou T1,,,,,0
2015,Almeida,Município,T2,,,,,5
2015,Almeida,Município,T3,,,,,2
2015,Almeida,Município,T4 ou mais,,,,,0
2015,Almeida,Município,Total,,,,,7
2015,Almeirim,Município,T0 ou T1,,,,,0
2015,Almeirim,Município,T2,,,,,2
2015,Almeirim,Município,T3,,,,,8
2015,Almeirim,Município,T4 ou mais,,,,,2
2015,Almeirim,Município,Total,,,,,12
2015,Almodôvar,Município,T0 ou T1,,,,,2
2015,Almodôvar,Município,T2,,,,,1
2015,Almodôvar,Município,T3,,,,,8
2015,Almodôvar,Município,T4 ou mais,,,,,0
2015,Almodôvar,Município,Total,,,,,11
2015,Alpiarça,Município,T0 ou T1,,,,,0
2015,Alpiarça,Município,T2,,,,,1
2015,Alpiarça,Município,T3,,,,,4
2015,Alpiarça,Município,T4 ou mais,,,,,1
2015,Alpiarça,Município,Total,,,,,6
2015,Alter do Chão,Município,T0 ou T1,,,,,0
2015,Alter do Chão,Município,T2,,,,,1
2015,Alter do Chão,Município,T3,,,,,2
2015,Alter do Chão,Município,T4 ou mais,,,,,0
2015,Alter do Chão,Município,Total,,,,,3
2015,Alvaiázere,Município,T0 ou T1,,,,,0
2015,Alvaiázere,Município,T2,,,,,2
2015,Alvaiázere,Município,T3,,,,,0
2015,Alvaiázere,Município,T4 ou mais,,,,,1
2015,Alvaiázere,Município,Total,,,,,3
2015,Alvito,Município,T0 ou T1,,,,,0
2015,Alvito,Município,T2,,,,,4
2015,Alvito,Município,T3,,,,,0
2015,Alvito,Município,T4 ou mais,,,,,1
2015,Alvito,Município,Total,,,,,5
2015,Amadora,Município,T0 ou T1,,,,,9
2015,Amadora,Município,T2,,,,,18
2015,Amadora,Município,T3,,,,,10
2015,Amadora,Município,T4 ou mais,,,,,2
2015,Amadora,Município,Total,,,,,39
2015,Amarante,Município,T0 ou T1,,,,,2
2015,Amarante,Município,T2,,,,,5
2015,Amarante,Município,T3,,,,,58
2015,Amarante,Município,T4 ou mais,,,,,4
2015,Amarante,Município,Total,,,,,69
2015,Amares,Município,T0 ou T1,,,,,0
2015,Amares,Município,T2,,,,,2
2015,Amares,Município,T3,,,,,16
2015,Amares,Município,T4 ou mais,,,,,9
2015,Amares,Município,Total,,,,,27
2015,Anadia,Município,T0 ou T1,,,,,0
2015,Anadia,Município,T2,,,,,3
2015,Anadia,Município,T3,,,,,7
2015,Anadia,Município,T4 ou mais,,,,,1
2015,Anadia,Município,Total,,,,,11
2015,Angra do Heroísmo,Município,T0 ou T1,,,,,0
2015,Angra do Heroísmo,Município,T2,,,,,6
2015,Angra do Heroísmo,Município,T3,,,,,9
2015,Angra do Heroísmo,Município,T4 ou mais,,,,,3
2015,Angra do Heroísmo,Município,Total,,,,,18
2015,Ansião,Município,T0 ou T1,,,,,1
2015,Ansião,Município,T2,,,,,3
2015,Ansião,Município,T3,,,,,7
2015,Ansião,Município,T4 ou mais,,,,,4
2015,Ansião,Município,Total,,,,,15
2015,Arcos de Valdevez,Município,T0 ou T1,,,,,4
2015,Arcos de Valdevez,Município,T2,,,,,4
2015,Arcos de Valdevez,Município,T3,,,,,23
2015,Arcos de Valdevez,Município,T4 ou mais,,,,,12
2015,Arcos de Valdevez,Município,Total,,,,,43
2015,Arganil,Município,T0 ou T1,,,,,1
2015,Arganil,Município,T2,,,,,3
2015,Arganil,Município,T3,,,,,9
2015,Arganil,Município,T4 ou mais,,,,,3
2015,Arganil,Município,Total,,,,,16
2015,Armamar,Município,T0 ou T1,,,,,0
2015,Armamar,Município,T2,,,,,0
2015,Armamar,Município,T3,,,,,8
2015,Armamar,Município,T4 ou mais,,,,,0
2015,Armamar,Município,Total,,,,,8
2015,Arouca,Município,T0 ou T1,,,,,3
2015,Arouca,Município,T2,,,,,6
2015,Arouca,Município,T3,,,,,17
2015,Arouca,Município,T4 ou mais,,,,,1
2015,Arouca,Município,Total,,,,,27
2015,Arraiolos,Município,T0 ou T1,,,,,0
2015,Arraiolos,Município,T2,,,,,1
2015,Arraiolos,Município,T3,,,,,3
2015,Arraiolos,Município,T4 ou mais,,,,,0
2015,Arraiolos,Município,Total,,,,,4
2015,Arronches,Município,T0 ou T1,,,,,0
2015,Arronches,Município,T2,,,,,0
2015,Arronches,Município,T3,,,,,0
2015,Arronches,Município,T4 ou mais,,,,,0
2015,Arronches,Município,Total,,,,,0
2015,Arruda dos Vinhos,Município,T0 ou T1,,,,,0
2015,Arruda dos Vinhos,Município,T2,,,,,0
2015,Arruda dos Vinhos,Município,T3,,,,,2
2015,Arruda dos Vinhos,Município,T4 ou mais,,,,,3
2015,Arruda dos Vinhos,Município,Total,,,,,5
2015,Aveiro,Município,T0 ou T1,,,,,47
2015,Aveiro,Município,T2,,,,,33
2015,Aveiro,Município,T3,,,,,43
2015,Aveiro,Município,T4 ou mais,,,,,20
2015,Aveiro,Município,Total,,,,,143
2015,Avis,Município,T0 ou T1,,,,,0
2015,Avis,Município,T2,,,,,1
2015,Avis,Município,T3,,,,,2
2015,Avis,Município,T4 ou mais,,,,,1
2015,Avis,Município,Total,,,,,4
2015,Azambuja,Município,T0 ou T1,,,,,1
2015,Azambuja,Município,T2,,,,,1
2015,Azambuja,Município,T3,,,,,3
2015,Azambuja,Município,T4 ou mais,,,,,0
2015,Azambuja,Município,Total,,,,,5
2015,Baião,Município,T0 ou T1,,,,,2
2015,Baião,Município,T2,,,,,5
2015,Baião,Município,T3,,,,,6
2015,Baião,Município,T4 ou mais,,,,,1
2015,Baião,Município,Total,,,,,14
2015,Barcelos,Município,T0 ou T1,,,,,2
2015,Barcelos,Município,T2,,,,,4
2015,Barcelos,Município,T3,,,,,77
2015,Barcelos,Município,T4 ou mais,,,,,27
2015,Barcelos,Município,Total,,,,,110
2015,Barrancos,Município,T0 ou T1,,,,,0
2015,Barrancos,Município,T2,,,,,0
2015,Barrancos,Município,T3,,,,,0
2015,Barrancos,Município,T4 ou mais,,,,,0
2015,Barrancos,Município,Total,,,,,0
2015,Barreiro,Município,T0 ou T1,,,,,0
2015,Barreiro,Município,T2,,,,,11
2015,Barreiro,Município,T3,,,,,14
2015,Barreiro,Município,T4 ou mais,,,,,8
2015,Barreiro,Município,Total,,,,,33
2015,Batalha,Município,T0 ou T1,,,,,0
2015,Batalha,Município,T2,,,,,0
2015,Batalha,Município,T3,,,,,11
2015,Batalha,Município,T4 ou mais,,,,,4
2015,Batalha,Município,Total,,,,,15
2015,Beja,Município,T0 ou T1,,,,,1
2015,Beja,Município,T2,,,,,2
2015,Beja,Município,T3,,,,,3
2015,Beja,Município,T4 ou mais,,,,,3
2015,Beja,Município,Total,,,,,9
2015,Belmonte,Município,T0 ou T1,,,,,0
2015,Belmonte,Município,T2,,,,,1
2015,Belmonte,Município,T3,,,,,3
2015,Belmonte,Município,T4 ou mais,,,,,0
2015,Belmonte,Município,Total,,,,,4
2015,Benavente,Município,T0 ou T1,,,,,0
2015,Benavente,Município,T2,,,,,0
2015,Benavente,Município,T3,,,,,2
2015,Benavente,Município,T4 ou mais,,,,,2
2015,Benavente,Município,Total,,,,,4
2015,Bombarral,Município,T0 ou T1,,,,,1
2015,Bombarral,Município,T2,,,,,0
2015,Bombarral,Município,T3,,,,,8
2015,Bombarral,Município,T4 ou mais,,,,,2
2015,Bombarral,Município,Total,,,,,11
2015,Borba,Município,T0 ou T1,,,,,0
2015,Borba,Município,T2,,,,,1
2015,Borba,Município,T3,,,,,4
2015,Borba,Município,T4 ou mais,,,,,1
2015,Borba,Município,Total,,,,,6
2015,Boticas,Município,T0 ou T1,,,,,0
2015,Boticas,Município,T2,,,,,1
2015,Boticas,Município,T3,,,,,2
2015,Boticas,Município,T4 ou mais,,,,,2
2015,Boticas,Município,Total,,,,,5
2015,Braga,Município,T0 ou T1,,,,,9
2015,Braga,Município,T2,,,,,17
2015,Braga,Município,T3,,,,,104
2015,Braga,Município,T4 ou mais,,,,,54
2015,Braga,Município,Total,,,,,184
2015,Bragança,Município,T0 ou T1,,,,,4
2015,Bragança,Município,T2,,,,,7
2015,Bragança,Município,T3,,,,,8
2015,Bragança,Município,T4 ou mais,,,,,8
2015,Bragança,Município,Total,,,,,27
2015,Cabeceiras de Basto,Município,T0 ou T1,,,,,19
2015,Cabeceiras de Basto,Município,T2,,,,,12
2015,Cabeceiras de Basto,Município,T3,,,,,23
2015,Cabeceiras de Basto,Município,T4 ou mais,,,,,3
2015,Cabeceiras de Basto,Município,Total,,,,,57
2015,Cadaval,Município,T0 ou T1,,,,,0
2015,Cadaval,Município,T2,,,,,2
2015,Cadaval,Município,T3,,,,,1
2015,Cadaval,Município,T4 ou mais,,,,,1
2015,Cadaval,Município,Total,,,,,4
2015,Caldas da Rainha,Município,T0 ou T1,,,,,3
2015,Caldas da Rainha,Município,T2,,,,,15
2015,Caldas da Rainha,Município,T3,,,,,42
2015,Caldas da Rainha,Município,T4 ou mais,,,,,10
2015,Caldas da Rainha,Município,Total,,,,,70
2015,Calheta [R.A.A.],Município,T0 ou T1,,,,,0
2015,Calheta [R.A.A.],Município,T2,,,,,0
2015,Calheta [R.A.A.],Município,T3,,,,,1
2015,Calheta [R.A.A.],Município,T4 ou mais,,,,,1
2015,Calheta [R.A.A.],Município,Total,,,,,2
2015,Calheta [R.A.M.],Município,T0 ou T1,,,,,1
2015,Calheta [R.A.M.],Município,T2,,,,,6
2015,Calheta [R.A.M.],Município,T3,,,,,8
2015,Calheta [R.A.M.],Município,T4 ou mais,,,,,2
2015,Calheta [R.A.M.],Município,Total,,,,,17
2015,Câmara de Lobos,Município,T0 ou T1,,,,,0
2015,Câmara de Lobos,Município,T2,,,,,5
2015,Câmara de Lobos,Município,T3,,,,,10
2015,Câmara de Lobos,Município,T4 ou mais,,,,,0
2015,Câmara de Lobos,Município,Total,,,,,15
2015,Caminha,Município,T0 ou T1,,,,,19
2015,Caminha,Município,T2,,,,,26
2015,Caminha,Município,T3,,,,,21
2015,Caminha,Município,T4 ou mais,,,,,5
2015,Caminha,Município,Total,,,,,71
2015,Campo Maior,Município,T0 ou T1,,,,,0
2015,Campo Maior,Município,T2,,,,,1
2015,Campo Maior,Município,T3,,,,,0
2015,Campo Maior,Município,T4 ou mais,,,,,0
2015,Campo Maior,Município,Total,,,,,1
2015,Cantanhede,Município,T0 ou T1,,,,,5
2015,Cantanhede,Município,T2,,,,,13
2015,Cantanhede,Município,T3,,,,,23
2015,Cantanhede,Município,T4 ou mais,,,,,10
2015,Cantanhede,Município,Total,,,,,51
2015,Carrazeda de Ansiães,Município,T0 ou T1,,,,,0
2015,Carrazeda de Ansiães,Município,T2,,,,,2
2015,Carrazeda de Ansiães,Município,T3,,,,,4
2015,Carrazeda de Ansiães,Município,T4 ou mais,,,,,1
2015,Carrazeda de Ansiães,Município,Total,,,,,7
2015,Carregal do Sal,Município,T0 ou T1,,,,,0
2015,Carregal do Sal,Município,T2,,,,,2
2015,Carregal do Sal,Município,T3,,,,,3
2015,Carregal do Sal,Município,T4 ou mais,,,,,4
2015,Carregal do Sal,Município,Total,,,,,9
2015,Cartaxo,Município,T0 ou T1,,,,,1
2015,Cartaxo,Município,T2,,,,,5
2015,Cartaxo,Município,T3,,,,,4
2015,Cartaxo,Município,T4 ou mais,,,,,2
2015,Cartaxo,Município,Total,,,,,12
2015,Cascais,Município,T0 ou T1,,,,,13
2015,Cascais,Município,T2,,,,,19
2015,Cascais,Município,T3,,,,,29
2015,Cascais,Município,T4 ou mais,,,,,15
2015,Cascais,Município,Total,,,,,76
2015,Castanheira de Pêra,Município,T0 ou T1,,,,,0
2015,Castanheira de Pêra,Município,T2,,,,,1
2015,Castanheira de Pêra,Município,T3,,,,,0
2015,Castanheira de Pêra,Município,T4 ou mais,,,,,0
2015,Castanheira de Pêra,Município,Total,,,,,1
2015,Castelo Branco,Município,T0 ou T1,,,,,1
2015,Castelo Branco,Município,T2,,,,,5
2015,Castelo Branco,Município,T3,,,,,5
2015,Castelo Branco,Município,T4 ou mais,,,,,10
2015,Castelo Branco,Município,Total,,,,,21
2015,Castelo de Paiva,Município,T0 ou T1,,,,,0
2015,Castelo de Paiva,Município,T2,,,,,2
2015,Castelo de Paiva,Município,T3,,,,,15
2015,Castelo de Paiva,Município,T4 ou mais,,,,,4
2015,Castelo de Paiva,Município,Total,,,,,21
2015,Castelo de Vide,Município,T0 ou T1,,,,,1
2015,Castelo de Vide,Município,T2,,,,,0
2015,Castelo de Vide,Município,T3,,,,,2
2015,Castelo de Vide,Município,T4 ou mais,,,,,0
2015,Castelo de Vide,Município,Total,,,,,3
2015,Castro Daire,Município,T0 ou T1,,,,,1
2015,Castro Daire,Município,T2,,,,,2
2015,Castro Daire,Município,T3,,,,,5
2015,Castro Daire,Município,T4 ou mais,,,,,8
2015,Castro Daire,Município,Total,,,,,16
2015,Castro Marim,Município,T0 ou T1,,,,,5
2015,Castro Marim,Município,T2,,,,,4
2015,Castro Marim,Município,T3,,,,,1
2015,Castro Marim,Município,T4 ou mais,,,,,1
2015,Castro Marim,Município,Total,,,,,11
2015,Castro Verde,Município,T0 ou T1,,,,,0
2015,Castro Verde,Município,T2,,,,,1
2015,Castro Verde,Município,T3,,,,,2
2015,Castro Verde,Município,T4 ou mais,,,,,1
2015,Castro Verde,Município,Total,,,,,4
2015,Celorico da Beira,Município,T0 ou T1,,,,,0
2015,Celorico da Beira,Município,T2,,,,,0
2015,Celorico da Beira,Município,T3,,,,,2
2015,Celorico da Beira,Município,T4 ou mais,,,,,1
2015,Celorico da Beira,Município,Total,,,,,3
2015,Celorico de Basto,Município,T0 ou T1,,,,,1
2015,Celorico de Basto,Município,T2,,,,,6
2015,Celorico de Basto,Município,T3,,,,,20
2015,Celorico de Basto,Município,T4 ou mais,,,,,8
2015,Celorico de Basto,Município,Total,,,,,35
2015,Chamusca,Município,T0 ou T1,,,,,0
2015,Chamusca,Município,T2,,,,,0
2015,Chamusca,Município,T3,,,,,1
2015,Chamusca,Município,T4 ou mais,,,,,0
2015,Chamusca,Município,Total,,,,,1
2015,Chaves,Município,T0 ou T1,,,,,7
2015,Chaves,Município,T2,,,,,5
2015,Chaves,Município,T3,,,,,22
2015,Chaves,Município,T4 ou mais,,,,,11
2015,Chaves,Município,Total,,,,,45
2015,Cinfães,Município,T0 ou T1,,,,,1
2015,Cinfães,Município,T2,,,,,2
2015,Cinfães,Município,T3,,,,,12
2015,Cinfães,Município,T4 ou mais,,,,,3
2015,Cinfães,Município,Total,,,,,18
2015,Coimbra,Município,T0 ou T1,,,,,3
2015,Coimbra,Município,T2,,,,,14
2015,Coimbra,Município,T3,,,,,13
2015,Coimbra,Município,T4 ou mais,,,,,15
2015,Coimbra,Município,Total,,,,,45
2015,Condeixa-a-Nova,Município,T0 ou T1,,,,,0
2015,Condeixa-a-Nova,Município,T2,,,,,1
2015,Condeixa-a-Nova,Município,T3,,,,,3
2015,Condeixa-a-Nova,Município,T4 ou mais,,,,,3
2015,Condeixa-a-Nova,Município,Total,,,,,7
2015,Constância,Município,T0 ou T1,,,,,0
2015,Constância,Município,T2,,,,,0
2015,Constância,Município,T3,,,,,1
2015,Constância,Município,T4 ou mais,,,,,0
2015,Constância,Município,Total,,,,,1
2015,Coruche,Município,T0 ou T1,,,,,0
2015,Coruche,Município,T2,,,,,5
2015,Coruche,Município,T3,,,,,7
2015,Coruche,Município,T4 ou mais,,,,,2
2015,Coruche,Município,Total,,,,,14
2015,Corvo,Município,T0 ou T1,,,,,0
2015,Corvo,Município,T2,,,,,0
2015,Corvo,Município,T3,,,,,0
2015,Corvo,Município,T4 ou mais,,,,,0
2015,Corvo,Município,Total,,,,,0
2015,Covilhã,Município,T0 ou T1,,,,,1
2015,Covilhã,Município,T2,,,,,1
2015,Covilhã,Município,T3,,,,,6
2015,Covilhã,Município,T4 ou mais,,,,,11
2015,Covilhã,Município,Total,,,,,19
2015,Crato,Município,T0 ou T1,,,,,0
2015,Crato,Município,T2,,,,,1
2015,Crato,Município,T3,,,,,0
2015,Crato,Município,T4 ou mais,,,,,0
2015,Crato,Município,Total,,,,,1
2015,Cuba,Município,T0 ou T1,,,,,3
2015,Cuba,Município,T2,,,,,2
2015,Cuba,Município,T3,,,,,1
2015,Cuba,Município,T4 ou mais,,,,,0
2015,Cuba,Município,Total,,,,,6
2015,Elvas,Município,T0 ou T1,,,,,0
2015,Elvas,Município,T2,,,,,0
2015,Elvas,Município,T3,,,,,10
2015,Elvas,Município,T4 ou mais,,,,,1
2015,Elvas,Município,Total,,,,,11
2015,Entroncamento,Município,T0 ou T1,,,,,1
2015,Entroncamento,Município,T2,,,,,0
2015,Entroncamento,Município,T3,,,,,4
2015,Entroncamento,Município,T4 ou mais,,,,,6
2015,Entroncamento,Município,Total,,,,,11
2015,Espinho,Município,T0 ou T1,,,,,2
2015,Espinho,Município,T2,,,,,7
2015,Espinho,Município,T3,,,,,14
2015,Espinho,Município,T4 ou mais,,,,,3
2015,Espinho,Município,Total,,,,,26
2015,Esposende,Município,T0 ou T1,,,,,2
2015,Esposende,Município,T2,,,,,9
2015,Esposende,Município,T3,,,,,22
2015,Esposende,Município,T4 ou mais,,,,,9
2015,Esposende,Município,Total,,,,,42
2015,Estarreja,Município,T0 ou T1,,,,,4
2015,Estarreja,Município,T2,,,,,3
2015,Estarreja,Município,T3,,,,,21
2015,Estarreja,Município,T4 ou mais,,,,,3
2015,Estarreja,Município,Total,,,,,31
2015,Estremoz,Município,T0 ou T1,,,,,0
2015,Estremoz,Município,T2,,,,,1
2015,Estremoz,Município,T3,,,,,2
2015,Estremoz,Município,T4 ou mais,,,,,0
2015,Estremoz,Município,Total,,,,,3
2015,Évora,Município,T0 ou T1,,,,,1
2015,Évora,Município,T2,,,,,3
2015,Évora,Município,T3,,,,,42
2015,Évora,Município,T4 ou mais,,,,,8
